ch1,wd1,sen1,att_0,att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,att_21,att_22,att_23,att_24,att_25,att_26,att_27,att_28,att_29,att_30,att_31,att_32,att_33,att_34,att_35,att_36,att_37,att_38,att_39,att_40,att_41,att_42,att_43,att_44,att_45,att_46,att_47,att_48,att_49,att_50,att_51,att_52,att_53,att_54,att_55,att_56,att_57,att_58,att_59,att_60,att_61,att_62,att_63,att_64,att_65,att_66,att_67,att_68,att_69,att_70,att_71,att_72,att_73,att_74,att_75,att_76,att_77,att_78,att_79,att_80,att_81,att_82,att_83,att_84,att_85,att_86,att_87,att_88,att_89,att_90,att_91,att_92,att_93,att_94,att_95,att_96,att_97,att_98,att_99,att_100,att_101,att_102,att_103,att_104,att_105,att_106,att_107,att_108,att_109,att_110,att_111,att_112,cls
434.0,99.0,3.0,0.001,0.008,0.001,0.003,0,0.001,0.001,0.001,0.001,0.003,0,0.002,0.004,0.001,0.001,0.022,0,0.001,0.001,0,0.003,0.001,0,0,0.003,0.005,0,0,0.001,0.019,0.001,0.004,0.001,0.002,0,0.003,0.006,0,0.005,0,0,0.001,0.001,0.004,0,0.001,0.011,0,0.003,0.001,0.001,0,0.001,0.001,0,0.001,0.036,0.001,0.001,0.001,0,0,0.005,0.001,0.001,0.001,0.045,0.018,0.001,0.001,0.001,0.004,0,0.002,0.001,0.001,0.007,0.004,0.001,0.016,0.007,0.001,0.003,0.04,0.023,0,0.001,0.007,0.1,0.033,0.015,0.04,0.028,0.075,0.016,0.021,0.031,0.003,0.049,0.001,0.002,0,0,0.001,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.001,1
548.0,146.0,10.0,0.003,0.012,0,0.026,0.006,0.007,0.006,0.005,0.003,0.007,0.001,0.006,0.001,0.001,0.003,0.002,0.005,0.007,0.006,0.004,0.001,0.006,0.005,0.005,0.002,0.007,0.021,0.001,0.007,0.003,0.003,0.008,0.004,0.001,0.003,0.003,0.001,0,0.036,0.007,0.001,0.001,0.005,0.009,0.004,0.002,0,0.002,0.001,0,0.008,0.009,0.023,0.002,0.013,0.003,0.003,0.008,0.008,0.005,0.015,0.003,0.002,0.004,0.004,0.002,0.001,0.002,0.006,0.004,0.004,0.001,0.004,0.012,0.004,0.006,0.001,0.001,0.002,0,0,0.002,0,0.002,0.001,0.002,0.002,0.001,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.001,0.063,0.002,0.009,0,0.001,0.002,0.002,0.001,0.001,0.001,0.003,0.002,0.002,0.003,18
609.0,151.0,16.0,0.002,0.012,0,0.006,0.002,0.002,0.001,0.001,0.001,0.003,0,0.007,0.001,0.001,0,0.007,0.006,0.002,0.001,0.005,0,0.001,0.007,0.001,0.001,0.005,0.018,0,0.002,0.001,0,0.007,0,0.001,0.001,0.002,0,0,0.052,0,0,0,0,0.024,0.001,0.002,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0.001,0,0,0,0,0.001,0,0.001,0,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.08,0.154,0.007,0.036,0,0,0,0,0,0,0,0,0,0.001,18
393.0,111.0,5.0,0.006,0.016,0.003,0.034,0.01,0.013,0.008,0.008,0.006,0.006,0.001,0.013,0.003,0.002,0.002,0.002,0.004,0.009,0.008,0.006,0.006,0.01,0.006,0.004,0.003,0.01,0.016,0.001,0.01,0.001,0.001,0.007,0.001,0,0.005,0.004,0.003,0,0.026,0,0.001,0.001,0,0.007,0.002,0.004,0.001,0.002,0.001,0,0.003,0,0,0.001,0,0,0,0.002,0.002,0,0.01,0.001,0.012,0,0.001,0,0.006,0,0.002,0.001,0.002,0.008,0.002,0.005,0.002,0.002,0.002,0.003,0,0,0.014,0.008,0.007,0.002,0.001,0.005,0.005,0.003,0.002,0,0,0.001,0.001,0.002,0.001,0,0.001,0,0.002,0.049,0.002,0.01,0.001,0,0.001,0,0,0,0,0.001,0,0,0.003,14
984.0,261.0,22.0,0.004,0.01,0.002,0.016,0.005,0.005,0.004,0.004,0.002,0.005,0,0.007,0,0,0.001,0.002,0.004,0.004,0.003,0.003,0.001,0.005,0.007,0.002,0.001,0.006,0.03,0,0.004,0.002,0,0.01,0,0,0.002,0.004,0.001,0,0.055,0.001,0,0.001,0,0.012,0.001,0.002,0,0.001,0.001,0,0.001,0,0,0.001,0,0,0.001,0.001,0.001,0,0.01,0,0.002,0,0.001,0,0.001,0.001,0.001,0,0,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0,0,0.001,0.002,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.092,0.022,0.009,0.004,0,0.001,0,0,0,0,0.001,0,0,0.001,17
740.0,213.0,12.0,0.002,0.007,0.002,0.01,0.003,0.004,0.002,0.003,0.002,0.001,0.001,0.006,0.001,0.001,0.001,0.003,0.002,0.003,0.002,0.003,0.002,0.003,0.002,0.001,0.001,0.003,0.003,0,0.003,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0.002,0.005,0.001,0.001,0.001,0.002,0.001,0,0.002,0.001,0.002,0,0.001,0,0.002,0,0,0,0.001,0,0.003,0.001,0,0,0.004,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0,0.001,0.004,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0,0.002,0,0.044,0.002,0.011,0,0,0,0,0,0,0,0,0,0.001,18
423.0,109.0,7.0,0.003,0.007,0,0.007,0.003,0.003,0.002,0.002,0.001,0.006,0,0.003,0,0,0,0.002,0.004,0.002,0.002,0.001,0,0.002,0.008,0.001,0.001,0.005,0.047,0,0.002,0.003,0,0.014,0.001,0,0.001,0.005,0,0,0.083,0,0,0.001,0.001,0.015,0,0.002,0,0,0.001,0,0.001,0,0.001,0.001,0.001,0,0,0.001,0.002,0,0.014,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0.001,0.002,0.001,0.001,0.002,0,0,0,0.001,0,0.001,0.002,0,0,0,0,0.002,0.002,0,0,0,0.001,0.002,0.003,0,0,0,0.136,0.005,0.011,0.001,0,0,0,0,0,0,0.001,0,0,0.001,15
280.0,76.0,6.0,0.004,0.009,0.002,0.02,0.005,0.006,0.005,0.005,0.003,0.002,0.001,0.008,0.001,0.001,0.002,0.002,0.002,0.005,0.004,0.003,0.001,0.006,0.002,0.003,0.002,0.004,0.001,0,0.006,0.001,0.001,0.001,0,0.001,0.003,0.002,0.002,0,0.002,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0.001,0.002,0,0.001,0,0.003,0.001,0.001,0,0.003,0.001,0.002,0,0,0,0.003,0.001,0,0,0,0.002,0,0,0,0,0.001,0.001,0,0.001,0.002,0.002,0.001,0.003,0.002,0.002,0.002,0.001,0.006,0.002,0.001,0.002,0.002,0.004,0.001,0.001,0.002,0,0.002,0,0.002,0.003,0.001,0,0,0,0,0,0,0,0,0,0.008,13
812.0,205.0,1.0,0.001,0.019,0.001,0.009,0.001,0.001,0.002,0.002,0.001,0.001,0,0.009,0,0.002,0,0.017,0.012,0.001,0.002,0.011,0,0.003,0.009,0.001,0,0.004,0.008,0,0.002,0,0.001,0.001,0,0.003,0.001,0.001,0.001,0,0.046,0.001,0,0,0,0.05,0.001,0.001,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0.002,0.002,0,0.003,0,0.001,0,0.001,0,0.001,0,0,0,0,0.003,0,0,0,0,0.001,0,0,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0.053,0.455,0.004,0.108,0,0,0,0,0,0,0,0,0,0,11
1225.0,330.0,29.0,0.004,0.012,0.003,0.022,0.005,0.007,0.005,0.005,0.003,0.003,0.001,0.01,0,0.001,0.001,0.002,0.003,0.006,0.005,0.004,0.002,0.007,0.004,0.003,0.002,0.006,0.007,0.001,0.006,0.001,0.001,0.004,0,0,0.003,0.002,0.002,0.001,0.014,0,0,0.001,0.001,0.006,0.001,0.002,0,0.002,0.001,0,0,0,0,0.001,0,0,0,0.001,0.001,0,0.005,0.001,0.004,0,0.001,0,0.002,0,0,0,0,0.003,0,0,0,0,0.001,0,0,0,0.004,0.003,0.002,0.001,0.001,0.002,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0.006,0.006,0.001,0.001,0,0,0,0,0.001,0,0.001,0.001,24
122.0,29.0,2.0,0.002,0.002,0.001,0.018,0.001,0.001,0.004,0.004,0.002,0.012,0,0.003,0,0,0.002,0.001,0.008,0.005,0.004,0.003,0.002,0.005,0.018,0.002,0.001,0.007,0.136,0,0.005,0.009,0.002,0.037,0.001,0.001,0.002,0.011,0.002,0,0.239,0.003,0,0,0.001,0.039,0.002,0.005,0.001,0,0.002,0,0.002,0.003,0.005,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.033,0.001,0.001,0.002,0.001,0.001,0,0.003,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.002,0.007,0,0,0,0.003,0.003,0.002,0.004,0.001,0.001,0.001,0,0,0.005,0.001,0.002,0.002,0.006,0.006,0.007,0.002,0,0.002,0.387,0.001,0.023,0.007,0,0,0,0,0,0,0,0,0,0,7
1016.0,222.0,7.0,0.002,0.004,0,0.002,0,0,0,0,0,0.005,0,0.003,0,0,0,0.001,0,0,0,0,0,0.001,0.002,0.001,0.001,0.001,0,0.022,0.001,0,0.003,0,0,0.001,0,0.001,0.001,0.007,0,0.003,0.02,0.033,0,0,0.006,0,0.004,0,0.002,0.003,0,0.003,0.002,0.072,0.001,0.007,0.001,0.002,0.002,0.002,0.003,0.003,0,0.001,0.001,0.011,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.001,0.001,0.008,0,0.001,0,0,0.001,0,0,0,0,0.001,0,0,0,0.03,0,0,0,0,0,0.028,0.04,0.029,0.028,0.02,0.021,0.058,0.03,0.032,0,4
774.0,169.0,5.0,0.003,0.006,0,0.001,0.001,0.001,0,0,0,0.006,0,0.005,0.001,0,0,0.001,0,0.001,0,0,0,0,0.002,0,0.001,0.002,0,0.024,0,0,0.003,0.001,0,0.001,0,0.002,0,0.008,0,0.004,0.021,0.035,0,0,0.006,0,0.004,0,0.002,0.004,0,0.003,0.003,0.077,0.002,0.007,0.001,0.002,0.003,0.002,0.003,0.003,0,0.002,0.001,0.011,0.002,0.001,0,0,0,0,0,0.001,0,0.001,0,0,0.026,0,0,0.001,0.001,0.008,0,0,0,0,0.002,0,0,0,0,0.001,0,0,0,0.032,0,0.001,0,0.001,0,0.03,0.043,0.031,0.03,0.022,0.022,0.062,0.032,0.034,0,3
386.0,85.0,5.0,0.002,0.004,0.001,0.002,0,0.001,0,0.001,0,0.005,0,0.002,0,0,0,0.001,0,0,0,0,0,0.001,0.002,0,0.001,0.001,0,0.022,0.001,0,0.003,0,0,0.001,0,0.001,0.001,0.007,0,0.002,0.02,0.032,0.001,0,0.006,0,0.004,0.001,0.002,0.003,0.001,0.004,0.001,0.071,0.001,0.007,0.001,0.001,0.001,0.001,0.002,0.003,0,0.001,0,0.011,0.002,0.001,0,0.001,0,0.001,0,0.001,0,0,0,0,0.024,0,0.001,0.001,0.001,0.008,0,0.001,0,0,0.002,0,0,0,0,0.002,0,0,0,0.029,0,0,0,0,0,0.028,0.039,0.028,0.027,0.02,0.02,0.057,0.03,0.032,0.001,2
749.0,155.0,10.0,0.003,0.006,0,0.001,0,0,0,0,0,0.007,0,0.005,0,0,0.001,0.001,0,0,0,0,0,0.001,0.003,0.001,0.001,0.001,0,0.029,0,0,0.003,0,0,0.001,0,0.002,0.001,0.009,0,0.004,0.027,0.043,0,0,0.007,0,0.005,0,0.002,0.004,0,0.003,0.004,0.095,0.002,0.009,0.001,0.003,0.003,0.003,0.004,0.004,0,0.002,0.002,0.014,0.002,0.001,0,0,0,0.001,0,0,0,0,0,0,0.033,0,0.001,0.001,0.001,0.01,0,0.001,0,0,0.002,0,0,0,0,0.002,0,0,0.001,0.04,0.001,0,0,0.001,0,0.037,0.053,0.038,0.037,0.027,0.027,0.077,0.04,0.043,0,3
804.0,179.0,7.0,0.002,0.003,0,0.001,0,0,0,0,0,0.004,0,0.003,0,0,0,0.001,0,0,0,0,0,0.001,0.002,0,0.001,0.001,0,0.019,0,0,0.002,0,0,0,0,0.001,0.001,0.006,0,0.002,0.017,0.027,0,0,0.005,0,0.003,0,0.002,0.003,0,0.003,0.001,0.061,0,0.006,0.001,0.001,0.002,0.001,0.002,0.003,0,0.001,0.001,0.009,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0.001,0,0.006,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0.001,0.025,0.001,0,0,0,0,0.024,0.034,0.024,0.023,0.017,0.017,0.049,0.025,0.027,0.001,3
910.0,201.0,5.0,0.002,0.006,0,0.001,0,0.001,0,0,0,0.006,0,0.004,0.001,0,0,0.001,0,0,0,0,0.001,0,0.002,0,0.002,0.002,0,0.024,0,0.001,0.003,0.001,0,0,0,0.002,0,0.008,0.001,0.002,0.022,0.035,0,0,0.007,0,0.005,0,0.002,0.004,0,0.004,0.001,0.078,0.001,0.008,0.002,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0,0.012,0.006,0,0,0,0,0.001,0,0,0,0,0.001,0,0.027,0.001,0.001,0,0,0.011,0.002,0,0,0.001,0.004,0.002,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.033,0.003,0.001,0.001,0.001,0,0.03,0.043,0.031,0.03,0.022,0.022,0.062,0.033,0.035,0,4
517.0,106.0,7.0,0.002,0.004,0,0,0,0,0,0,0,0.005,0,0.003,0,0,0,0.001,0,0,0,0,0,0,0.002,0,0.001,0.001,0,0.02,0,0,0.003,0,0,0,0,0.001,0.001,0.007,0,0.001,0.018,0.029,0.001,0,0.006,0,0.004,0,0.002,0.003,0.001,0.004,0.003,0.065,0.002,0.007,0,0,0.001,0.001,0.001,0.003,0,0,0,0.01,0.002,0.001,0.001,0.001,0.001,0,0,0.001,0,0,0,0,0.022,0,0.001,0.001,0.001,0.007,0,0,0,0,0.002,0,0,0,0,0.001,0,0,0,0.027,0,0,0,0.001,0,0.025,0.036,0.026,0.025,0.018,0.018,0.052,0.027,0.029,0,1
556.0,115.0,8.0,0.002,0.004,0,0.002,0,0,0,0,0,0.006,0,0.003,0.001,0,0,0.001,0,0,0,0,0,0.001,0.002,0,0.001,0.001,0,0.024,0.001,0,0.003,0,0,0,0,0.001,0.001,0.008,0,0.002,0.022,0.035,0.001,0,0.006,0,0.004,0,0.002,0.004,0.001,0.004,0.001,0.078,0.001,0.008,0,0.001,0.001,0.001,0.002,0.004,0,0.001,0,0.012,0.002,0.001,0,0,0,0.001,0,0.001,0,0,0,0.001,0.027,0,0.001,0.001,0.001,0.009,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0,0,0,0.032,0,0,0,0,0,0.03,0.043,0.031,0.03,0.022,0.022,0.062,0.033,0.035,0.001,3
659.0,130.0,4.0,0.002,0.004,0,0.001,0.001,0.001,0,0,0,0.003,0,0.003,0.001,0,0,0.001,0,0.001,0,0,0,0,0.001,0,0.001,0.001,0,0.01,0,0.001,0.002,0.001,0,0,0,0.001,0,0.004,0,0,0.01,0.015,0,0,0.003,0,0.002,0,0.001,0.002,0.001,0.003,0.003,0.035,0.002,0.004,0.002,0,0,0,0,0.002,0.001,0,0,0.006,0.004,0.001,0,0,0,0.001,0,0.001,0,0,0.001,0,0.012,0.001,0.001,0,0,0.006,0.001,0,0,0,0.005,0.002,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0.014,0.003,0,0,0.001,0,0.013,0.019,0.014,0.013,0.01,0.01,0.027,0.014,0.015,0,3
742.0,154.0,8.0,0.002,0.003,0,0.002,0,0.001,0,0.001,0,0.005,0,0.002,0,0,0.001,0.001,0,0,0,0,0,0.001,0.002,0.001,0.001,0.001,0,0.02,0.001,0,0.002,0,0,0.001,0,0.001,0.001,0.006,0,0.003,0.018,0.03,0,0,0.005,0,0.004,0,0.002,0.003,0,0.002,0.002,0.066,0.001,0.006,0.001,0.002,0.002,0.002,0.003,0.003,0,0.001,0.001,0.01,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0,0.023,0,0.001,0.001,0.001,0.007,0,0.001,0,0,0.002,0,0,0,0,0.002,0,0,0,0.028,0,0,0,0,0,0.026,0.037,0.026,0.025,0.019,0.019,0.053,0.028,0.029,0,3
714.0,149.0,5.0,0.002,0.004,0.001,0.003,0,0.001,0.001,0.001,0,0.005,0,0.002,0,0,0,0,0,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0,0.021,0.001,0.001,0.003,0,0,0,0,0.001,0,0.007,0,0.002,0.019,0.03,0.001,0,0.005,0.001,0.004,0,0.002,0.003,0.001,0.003,0,0.068,0,0.007,0,0.001,0.001,0.001,0.002,0.003,0.003,0.001,0,0.01,0.005,0,0,0,0,0.002,0,0.001,0,0,0,0,0.023,0,0.004,0.001,0.002,0.009,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0,0.028,0.001,0,0,0,0,0.026,0.037,0.027,0.026,0.019,0.019,0.054,0.028,0.03,0,3
990.0,245.0,22.0,0.004,0.01,0.003,0.02,0.005,0.006,0.005,0.005,0.003,0.002,0.002,0.01,0,0.001,0.001,0.001,0.002,0.006,0.004,0.004,0.001,0.007,0.002,0.003,0.002,0.004,0,0,0.006,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0,0,0.001,0.003,0.001,0.001,0.001,0,0.003,0.001,0.001,0.004,0,0.001,0.001,0,0,0.001,0,0,0,0.002,0,0.002,0,0.001,0,0.001,0,0.002,0.002,0.002,0.002,0.002,0.005,0.002,0.002,0.001,0,0,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0.004,32
3657.0,851.0,43.0,0.004,0.009,0.003,0.017,0.004,0.005,0.004,0.004,0.002,0.002,0.002,0.009,0,0.001,0.001,0.001,0.002,0.005,0.004,0.003,0.001,0.006,0.002,0.002,0.002,0.004,0,0.001,0.005,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.001,0,0,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.004,0.001,0.001,0.003,0,0.001,0.001,0,0,0,0.002,0.001,0.001,0,0.001,0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.005,0.002,0.003,0.001,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0.002,0.001,0,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,44
3073.0,758.0,46.0,0.005,0.013,0.004,0.026,0.006,0.007,0.006,0.007,0.003,0.003,0.002,0.012,0.002,0.002,0.002,0.002,0.003,0.007,0.006,0.005,0.001,0.009,0.003,0.003,0.002,0.005,0.001,0.001,0.007,0.001,0.001,0.002,0.002,0.001,0.004,0.002,0.002,0.001,0.001,0,0.001,0.001,0.003,0.002,0.002,0.001,0.001,0.003,0.001,0.001,0.003,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0,0.003,0.001,0.002,0,0.001,0,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.004,0.003,0.005,0.001,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.004,37
2619.0,612.0,28.0,0.005,0.01,0.003,0.02,0.007,0.006,0.005,0.006,0.003,0.003,0.002,0.01,0,0.002,0.003,0.001,0.003,0.006,0.004,0.004,0.002,0.007,0.002,0.003,0.002,0.005,0.001,0.001,0.006,0.001,0.001,0.002,0.001,0.001,0.003,0.002,0.002,0.001,0,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.003,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0.003,0.001,0.002,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.001,0,0.001,0,0.002,0.003,0.001,0.001,0.001,0.002,0.002,0,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0.003,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.022,42
2859.0,704.0,50.0,0.004,0.009,0.003,0.018,0.004,0.005,0.004,0.004,0.002,0.002,0.001,0.008,0,0.001,0.001,0.001,0.002,0.005,0.004,0.003,0.001,0.006,0.002,0.003,0.002,0.004,0,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0.001,0,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.003,0.002,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.003,0.001,0.002,0.001,0,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0.002,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,40
2777.0,677.0,34.0,0.004,0.009,0.003,0.018,0.006,0.007,0.004,0.005,0.003,0.002,0.002,0.009,0,0.002,0.002,0.001,0.002,0.005,0.004,0.003,0.003,0.006,0.002,0.002,0.002,0.005,0,0,0.005,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0,0,0.001,0.003,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.003,0,0,0.001,0,0,0.002,0,0,0,0.002,0.001,0.005,0,0.001,0,0.004,0.001,0.002,0.002,0.001,0.005,0.001,0.004,0.001,0.002,0.001,0.001,0,0.001,0.006,0.004,0.003,0.002,0.001,0.002,0.003,0,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0.001,0.001,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0.013,40
2612.0,654.0,24.0,0.005,0.012,0.003,0.024,0.006,0.007,0.006,0.006,0.003,0.003,0.002,0.011,0.001,0.001,0.002,0.002,0.003,0.007,0.005,0.005,0.002,0.008,0.003,0.004,0.003,0.005,0.001,0.001,0.007,0.001,0.002,0.002,0.001,0.001,0.004,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.003,0.001,0.001,0.003,0.003,0.007,0.003,0.004,0.002,0.002,0.002,0.002,0.001,0.004,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0,0.002,0.003,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0,0,0,0,0.001,0,0,0,0.001,0,0.002,0.008,0.004,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.005,30
3082.0,807.0,45.0,0.004,0.01,0.003,0.021,0.005,0.006,0.005,0.005,0.003,0.003,0.001,0.009,0,0.001,0.001,0.001,0.002,0.006,0.005,0.004,0.001,0.007,0.002,0.003,0.002,0.004,0,0,0.006,0.001,0.001,0.002,0.001,0.001,0.003,0.002,0.002,0.001,0,0.001,0,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.003,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0,0,0.001,0.001,0.002,0,0.001,0.001,0.001,0.002,0,0.002,0.001,0,0.001,0.001,0.001,0,0,0,0,0.001,0.003,0.002,0.004,0.001,0,0,0,0,0,0,0.001,0,0,0.004,50
1670.0,407.0,25.0,0.02,0.003,0.001,0.005,0.062,0,0.001,0.013,0.001,0.002,0,0.016,0,0.011,0.034,0,0.012,0,0,0.002,0.002,0.002,0.002,0,0,0.002,0.008,0,0.001,0.001,0,0,0.001,0.013,0,0.011,0.001,0.001,0,0,0,0.001,0,0.001,0.001,0.002,0,0.001,0.016,0.001,0.001,0.001,0.001,0,0.001,0,0.002,0.001,0.001,0.001,0.002,0,0.001,0.001,0.001,0,0.002,0.001,0,0,0,0.001,0,0,0,0,0.001,0,0,0,0,0.002,0.002,0.001,0,0.003,0.001,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.483,44
3041.0,741.0,41.0,0.005,0.014,0.004,0.026,0.006,0.007,0.006,0.006,0.004,0.003,0.002,0.012,0,0.001,0.001,0.003,0.003,0.007,0.006,0.005,0.002,0.009,0.003,0.004,0.002,0.006,0.002,0.001,0.007,0.001,0.001,0.002,0.001,0.001,0.004,0.002,0.003,0.001,0,0.001,0.001,0.001,0.002,0.004,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0,0.003,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.002,0.003,0.001,0.002,0.001,0.002,0.002,0,0.004,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.024,0.005,0.006,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0,36
1464.0,388.0,28.0,0.003,0.006,0.002,0.011,0.003,0.003,0.003,0.003,0.002,0.002,0.001,0.006,0,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0,0.004,0.001,0.002,0.001,0.002,0,0.001,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.003,0.001,0.001,0.004,0.001,0.001,0.001,0,0,0,0.001,0.001,0,0,0,0.001,0.001,0,0.002,0.001,0.002,0.001,0.001,0.004,0.001,0.002,0.001,0,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0,0.002,0,0,0,0,0.001,0,0,0,0.002,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.003,0.002,0.002,0.007,35
3199.0,848.0,42.0,0.003,0.007,0.002,0.013,0.004,0.003,0.003,0.004,0.002,0.002,0.001,0.007,0.001,0.001,0.002,0.001,0.002,0.004,0.003,0.002,0,0.004,0.002,0.002,0.001,0.003,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.004,0,0.001,0.002,0,0,0,0.002,0.001,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.002,0.001,0,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.002,0.002,0.004,0.001,0.003,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.013,10
