essay_id	essay_set	essay	domain1_score
14970	6	Allowing dirigibles to dock at the Empire State Building caused many obstacles. One of these obstacles was that dirigibles outside the @PERSON1 used hydrogen rather than helium. Using hydrogen was highly flamable. They knew how dangerous it was. In the excerpt it says, "The owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York. Another obstacle people had to deal with was nature. In the excerpt, it says that air currents were "violent" and it would be very hard to control the dirigible. Finally, dirigibles mooring at the Empire State Building would be illegal. It says, "An existing law against airships flying too low over urban areas." @CAPS1 the dirigibles could not dock over a heavy populated city like New York City. Many obstacles made it challenging to dock dirigibles on the Empire State Building.	3
14971	6	In building the dirigible docks on the Empire State Building builders faced an onslaught of problems that should have been easy to pick up on. Everyone got caught up in the hype in my opinion. Outside of the U.S., other dirigibles used hydrogen, which is highly flammable, instead of helium. After the Hindenburg disaster, "... the owners of the Empire State Building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York." Winds also played an obstacle in the construction. "... the back of the ship would swivel around and around the mooring mast." The dirigibles would not be able to tie to the dock and stay because of violent air currents. There was a law holding airships from flying too low in urban areas. "The law would make it illegal for air ship to ever tie up to the building or even approach the area...,". Finally, times changed and planes became the new fad for air transport, ending dirigibles run as the main provider.	3
14972	6	The builders ran into quite a few problems when they attempted to allow dirigibles to dock on the Empire state Building. As stated in paragraph @NUM1 "Most dirigibles from outside of the United States used hydrogen rather than helium; and hydrogen is highly flammable." This would mean that if a docked dirigible filled with hydrogen were to catch on fire it would burn down the Empire State Building and much of the city, killing many people with its explosion. Another main obstacle As stated in paragraph @NUM2 was nature "The winds on top of the building were constantly shifting due to violent air currents". These winds would make it almost impossible for a dirigible to reach the mast and actually dock. In addition the dirigible would be swinging around violently once it was tied to the mast The third major problem was the law against aircraft flying low over urban areas as stated in paragraph @NUM3 "This law would make it illegal for a ship to ever tie up to the building or even approach the area". With the law in the way no one would even want to try. Those are the three major problems found when building the mast	4
14973	6	The empire state building builders had to face hard obstacles by.... "accommodating passengers," new routes, and the greatest obstacle was to nature itself. By accommodating the passengers they had to bring them to the existing transatlantic routes. This was because the new routes weren't made yet. Reasoning being is because the building needed to be more taller. So then they added more things on the top of it. They wanted the State Building to nature itself because the building @CAPS1 Shifting from "violent air currents". Also the dirigible was more open fields to the moor. The State building also was weight down by the lead weights.	1
14974	6	There are a few obstacles the builders faced when attempting to allow dirigibles to dock on the Empire State Building. One was the violently changing wind currents at the height the docking to place. This would move the blimp and possibly send it into another building, puncturing the side of the balloon. Dirigible after dirigible being docked would put a lot of stress on the building itself. It would disrupt the frame and possibly effect the building as a whole. Also most dirigibles outside the United States used hydrogen rather than helium. Hydrogen is highly flamable as seen in the Hindenburg disaster. Due to all these reasons the mooring mast never saw a docked blimp.	3
14975	6	According to the excerpt "The Mooring Mast" by Marcia Amidon LÃ¼sted, engeneers fused several obstacle when they attempted to allow dirigibles to dock in the @CAPS1 state Building. As stated in paragraph number nine, there @CAPS2 problem was "the stress of the dirigiblel's load." With all this weight being transmited to the buildings foundation, the steel frame of the Empire State Building would have to be modified and strengthened to accommodate its new situation This was verry expensive todo. Sixty thousand dollars wer nesciary.Another problem was that the blimps would not stay still while docked The winds would toss it around. A solution was putting waights at the back of the landing fields, but the weights "would be dangling high above pedestrans on the street" like explaine in paragraph @NUM1. 	3
14976	6	When building the Empire State Building, builders were faced with several obstacles in their attempts to have dirigibles dock there. The builders first had to ensure that the building was going to be able to support the dirigible. After they completed this issues relating to safety arose. It was very dangerous to because some air ballons were made out of hydrogen which were flammable. If their were any issues, New York's population could be in grave danger. The wind also was an issue ... because it was so shifty a dirigble would be heavy in the back. Dangling above new york was very dangerous. The last complications that affected the idea of docking the drigbles was "an existing law against airships flying too low over urban area." because of the law, safety and nature complications, builders were never able to successfully reach their goal of allowing dirigibles to dock on the Empire State Building.	3
14977	6	In the excerpt, The Mooring Mast, by Marcia Amidon LÃ¼sted, had many obstacles of the construction of the Empire State Building in allowing dirigibles to dock there. The author states "The other practical reason why dirigibles could not moor at the Empire State Building was an existing law against airships flying too low over urban areas." That law was considered illegal for a ship to approach the area and to get tied up to the building. Another obstacle was the lack of landing area, it was a challenge to expand in New York City, causing it hard to land dirigibles. The greatest obstacle was nature itself, the weather would cause the dirigibles to swivel around the mooring mast. The author states, "Dirigibles moored in open landing fields could be weighted down in the back with lead weights... dangling high above pedestrians on the street, was neither practical nor safe."	3
20897	8	 Laughter is the best way to show someone that they are funny. It is the best way to relax. Everyone says that hearing a baby laugh is great. Watching comedians doing their acts can cheer people up and have them start laughing. Laughter is the best way to relax and here is three reason for that. First, is that no one can stay angry at the person making them laugh. Second, is that when someone laughs everyone around that person start laughing. Third and last reason, is that no one can stay sadden when something funny is happening. What do you think when you hear a baby's laughter? I think that the baby is truly loved by its family. He or she is having a bast playing with someone in the family or themselves. They think that whatever you are doing is funny. A comedian's job is to make a crowd of people laugh at or with them. One way a comedian does an act is stand up comedy. That is when a comedian is on stage and does his or her act. Another way is a comedy. A comedy can be a @CAPS1.V. show, a play, or a movie. Comedies usually do not have a plot, but the point is to make you and anyone else start laughing. That is what I think about laughter. It helps anyone relax. Hearing a baby's laugh is great. Comedians love hear people laugh at or with them.	32
20898	8	 @CAPS6 only happened a few weeks ago on a day the all the students were supposed to be out having fun or sleeping because there was plenty of snow outside. A guy was crying on his chair with his hands over his eyes, a french horn in his lap and his gaze fixed on the ground below him. Sobs choked the sound in the band room but luckily for this guy's pride there weren't too many people in the room to start off with. The guy's head rose up, the tears seemed to eat the self sturdiness of his normal self, and @CAPS2 spoke to the person who always sat to his left. " @CAPS1 just don't understand @PERSON2" the broken, voice cracked on words "I don't care that @CAPS1 play in cascade winds or that @CAPS1 get private lessons or that @CAPS1've gone to state honor band! This @MONTH1 sound like a terrible reason, but i just want to play first because i want to play first, and @CAPS1 never let us play first." @CAPS2 was right about one thing, @PERSON2 really never let us play first. I somehow understood where @CAPS3 was coming from; @CAPS4 my freshman year i had always sat under him, and him under someone else and so forth. I had never seen him be first chair on anything. And now on his senior year, a prodigy child had come into band and she only knew how to fight for her position as first chair. In short @CAPS3's four hard years of working for the first chair spot in band were summed up to being second best the moment she stepped in the room. The feeling of all his hard work turned into mediocre in his face, with time, had broken him to tears.  @PERSON2 was much better than us and she has the accolades to prove @CAPS6. She had attended cascade winds solo ensemble festival, band camp, and would be going to @LOCATION1 as an ambassador of music. Still something about her having first part still didn't feel quite right. Maybe @CAPS6 was my sense of wanting superiority as well. @PERSON2 took in the words, leaned closer to say. " I understand that @CAPS1 want first" @CAPS10 with confident tones she said "but right now we need specific players in specific spots. I've played harder music and my skills are whats needed on first part. I understand what your feeling, ive been there before."  @CAPS6 struck me weird that a sophomore was telling this to a senior. How could she have felt what @CAPS2 was feeling? she'd been a prodigy child in @CAPS7 @CAPS8 from the start. I sided with @PERSON1 but @CAPS10 I realized that letting him play a more demanding part would be worse for the band. So i tried siding with @PERSON2 but @CAPS10 all i could think about was that this was @PERSON1's last year to shine as a @CAPS7 @CAPS8 french horn player.They kept going at eachother. Every comment scraping at the already fragile surface of the argument. Minutes made the quarrel more and more volatile.  I had to think faster. @CAPS9 the argument continued like this the horn section would be torn apart and co-operation would be useless. More importantly I would lose two partners that together had uprooted a great deal of musical talent. I slid my chair next to them to tell them my thoughts. "@CAPS9 a man has no socks," I liked starting out my thoughtful speeches with mysterious beginnings, " @CAPS10 so will...".And that's as far as i got. I thought @CAPS6 was brilliant, their faces said otherwise. So they called me crazy and giggled @CAPS10 they made fun of me and laughed. Thankfully i was oblivious of the stuff they called me because i really wanted to remember what i wanted to say. @CAPS3 stopped crying, finally, and @PERSON2 got my message that @CAPS3 was a senior and didn't really have many more chances at playing first chair in @CAPS7 @CAPS8 band. They settled the fight with a simple deal; @CAPS3 would get fist chair as soon as we stopped competing. @CAPS4 @CAPS10 I've been the center of being made fun of. But as annoying as @CAPS6 gets sometimes its usually funny for everyone, including myself.  I cant even begin to imagine what band would be like @CAPS9 their enmity had risen to the no forgiveness zone. There had been times before when heated discussions left the stress levels in our section so @CAPS7 @CAPS6 made @CAPS6 hard to breath right. Having laughter come in even right before they were about to rip eachother's faces off gave them time to understand that they had mutual understanding of each other. Or opened their eyes to how long they're going to have to sit next to each other i they were to continue fighing. Either way, @CAPS6's definatley changed the way they feel about eachother; I haven't heard them complian about one another for a while. @CAPS3 is eagerly awaiting his turn to shine and @PERSON2 for better or worse can't wait to see him play.	44
20899	8	We're happy together @PERSON1 told me @CAPS2 we lay on his bed. I just smiled and I knew this was going to be a really good relationship. @CAPS5 always made me feel so great. @CAPS5 made me feel beautiful. Now don't say your too young to know what love is ,@CAPS1 I've heard it from my mom every time I talked about him. But I know that no one has ever made me feel this wonderful about myself, made me feel perfect. When we are together it's fun. Most guys I have been with have not been @CAPS2 fun, @CAPS2 in our dates together, walking to the park too sit and talk, eating out to kiss in public. Before we were ever dating, We were best friends. We still are best friends. Everyone asked us @CAPS6 we were dating, The answer was always no we're best friend's, but I always wanted more. @CAPS5 has always made me laugh. I don't think we would have made such a strong couple @CAPS6 we didn't make each other laugh. Just thinking about @CAPS4 I first knew I loved him makes me laugh. I was walking to my @DATE1 class, and out of no where @PERSON1 grabs my arm and pulls me into a huge bear hug, and buried his head in my neck and laughed and said "@CAPS3, you have some toilet paper sticking out of your pants" I felt my face turn twenty different shades of red. I smiled and quietly asked him to hide me so I could grab it. When I got to my @DATE1 class I was thinking to myself @CAPS4 could @CAPS5 just say that to me, @CAPS5 must of wanted to embarrass me. But the more I thought about what @CAPS5 did and @CAPS4 @CAPS5 did it made me feel, well it made me feel like @CAPS5 really and truly cared about me. Wanting to help me out rather then embarrass me. I bet every other guy was laughing. Not @PERSON1... well after that happened we had a good laugh. After we laughed and joked about what happened to me, @CAPS5 looked up and kissed me. I didn't know @CAPS6 that was a best friend kiss, or a real love kiss. So I simply laughed. then @CAPS5 kissed me again. This time I knew it was a real love kiss. We weren't like most couples either. Which made us stand out, and the more we stood out the more people started to hate the fact that we were together. They would say some horrible things to me in the hallway about @PERSON1. Who knows what they were telling him. @CAPS7 some of my closest friends started to make rude comments toward me and @PERSON1. I know @CAPS5 didn't believe anything they were saying @CAPS1 @CAPS5 would laugh at everything people would toss our way. When @CAPS5 laughed I would always ask him whats so funny, @CAPS5 would say "@CAPS6 they rumors aren't true then laugh about them, that way people will know your not bother by them" I would have never thought about that. I'm the kind of girl who wears her emotions on her sleeve, so of course I would get a little peeved with all the stuff they were saying about us. After I started laughing at all the rude and nasty things people were saying,. They stopped talking about us, it was like magic. I never thought about being in @ORGANIZATION1 @ORGANIZATION1 let alone @ORGANIZATION1, and finding a guy that would understand what I'm going through. Let alone someone who is going through something almost @CAPS2 difficult. My brother went to prison @DATE1, and I don't think I could have be able to make it through @CAPS2 much @CAPS2 I did with @PERSON1. I cried almost everyday at @ORGANIZATION1 with him. It's been about a year now. Every time I go see my brother I remember what @PERSON1 said, "@CAPS6 your happy the people around will be happy" so I always put on a smile to see @LOCATION1, @CAPS7 though I know this will be the hardest years of my life. Laughing does really help. @CAPS7 @CAPS6 nothing is funny just laugh. God put you on this @LOCATION2 for a reason, and @CAPS6 you haven't found that reason laugh until you do. @CAPS1 the people in your life mean the world to you, and @CAPS6 they're down bring them up. I love @PERSON1 for helping me understand that life's to short to go unhappy then to have had a life without laughter.	37
20900	8	 Everyone loves to laugh; I don't think everyone understands the effect laughter can have on two people though. For example, there can be two complete strangers, who have never seen each other before in their life; as soon as they start laughing they could become good friends. You'll never know how close you can be with someone if you don't ever sit down and talk, laugh, and get to know them. You could go your whole life being at @CAPS4 with just a minute amount of friends but then there could be @NUM1 other classmates you've never talked to that could also become your friends, too. I'm sure just getting to know one another would make a difference in someones life because for me there has been many situations where laughing has made an impact on my relationship with someone; especially with my best friend, @PERSON1. When I first met my friend @PERSON1 we didn't know each other at all but laughing broke the ice. A simple laugh made us comfortable and everything was less awkward. As soon as we started laughing more and more, we couldn't stop; the rest was history. I went to elementary @CAPS4 with @PERSON1 for @NUM2 years and never talked to her but then when we got into @NUM3 grade we started hanging out with the same people and started talking more. By @NUM4 grade we began to hang out outside of @CAPS4 and talking, sharing secrets, and having sleep overs. But "breaking the ice" isn't the only impact laughing can have on a relationship. When I'm with @PERSON1, I know I can trust her and everything is fun. We always have conversations to talk and laugh about. You could say it made us closer. By the time @NUM5 grade came we were best friends, we had sleepovers every single weekend at one anothers house. When the @DATE1 before our @NUM6 grade year at the @CAPS3 @CAPS4 came we were spending weeks at each others houses. There wasn't a day that went by that we weren't together, talking, or making plans over the @DATE1 to hang out. Now, we can be ourselves around each other; we can always have a good time. Making people closer is just a small part of the effects that just one laugh can do to two people. When I'm sad about something @PERSON1 makes everything better; also vise versa; I make her feel better, too. We always have each others back. I know we will always be there for each other; I'll always have a shoulder to cry on. We have become such close friends that when @PERSON1 was having problems at home she needed a place to live in order for her to not have to go to The @CAPS1 @CAPS2 @CAPS3 @CAPS4, so she moved in with me! It has been the most fun living with her. We thought we would start to argue and not be as close since we would always be together and probably get annoyed of each other but we haven't. @PERSON1 and I can hang out @NUM7 and always be together; it's like having another sister.  @PERSON1 and I are super close, and she plans to stay living with me for the rest of @CAPS3 @CAPS4 until we graduate. It's amazing to think us being best friends and tremendously close, living together, always being together, and being totally comfortable with each other on everything just started out with a simple laugh when we first started talking in the @NUM3 grade. This is why I believe that just laughing can make two strangers, that have never even spoken, can turn into being the closest of friends.	42
20901	8	 One @DATE1 @TIME1 back in @DATE2 a couple of friends and I were beyond bored. Nothing seemed fun to do. @CAPS1 to a movie, @CAPS1 to get some food, not even call of @CAPS2 sounded entertaining. @LOCATION1 parents told us to go do something outside. Before leaving his house he slips into his pantry and grabs two hefty rolls of @CAPS11 wrap. "I think I have an idea" @CAPS3 @PERSON1 as we walk away from his house. I have no clue where we're walking to. @PERSON1 just keeps saying "follow me." We all follow in a pack down the street until we show up at @ORGANIZATION1.   Cold and confused, we sit in the parking lot of the @ORGANIZATION1 waiting for all cars to be gone. Once all the cars are gone @PERSON1 informs us on what we are doing here. He tells us of something he did with his cousins awhile back. You have three people on the roof of @ORGANIZATION1's @ORGANIZATION1 scoping out the road and you have four @CAPS4. "@CAPS4?" I question @PERSON1 with a dumb-found look on my face. "@CAPS5, @CAPS4" @CAPS6 @CAPS4 are the people who will be putting the @CAPS11 wrap across the street. The plan is when no cars are coming in the distance, we hop the fence and put @CAPS11 wrap across the street so cars drive through it and stop. "@CAPS7 sounds fun, but uh what happens when the @CAPS15 stops before the @CAPS11 wrap and takes it down?" @CAPS8 @CAPS9, looking down on the whole operation.  @PERSON1 laughs a little bit and @CAPS8 "@CAPS10 then it will be an inconvenience for the driver." @CAPS11 wrapping roadways sounded a lot for fun then black ops so we were all down.  Everyone gets in position. Mark, @PERSON4, @PERSON2 and myself are down by the roadway in a secluded area by some bushes. While @PERSON1, @CAPS9 and @PERSON3 are posted up on the roof giving us updates about the oncoming traffic. We get a call from @CAPS9 saying that it is clear for awhile. I hang up the phone, tell the guys and @DATE3 up from the ground. We all get over the fence in quick time and start a first layer of @CAPS11 wrap. I get another call. It's @CAPS14 saying that there are three cars are almost to our location. We drop the @CAPS11 wrap in the bush and get back over the fence. The @CAPS15 comes up close and it's a cop. Of course. We all just stay hidden down in the bushes while the cop takes our huge roll of wrap. We are only left with one more roll , which should before enough.  @CAPS9 calls again and @CAPS8 it's clear. We go out again and start to set up the prank. We wrap it around @NUM1 times and make it as tight as it possibly could be. Perfect.  "@CAPS15 incoming! Go! Go! Go!" yells mark while trying to get over the fence. We all make it over in time and go prone in the field. Laying there anxiously someone whispers "here it comes."  The @CAPS15 slams on it's breaks, and the driver gets out. He looks at @CAPS11 wrap in disgust and looks around for the kids responsible. @CAPS9 lets out a big "hahaha" from the roof that even we can hear perfectly. The guy walks up the fence looks around a bit more and mutters for foul words under his breath. He didn't even bother continuing through, he just got in his @CAPS15 and backed up."@CAPS16 my god dude that was hilarious!" I say with a wide grin on my @NUM2 @CAPS9 and @PERSON3 come dashing through the field with a scared expression on all of their faces."@CAPS18!" yells @CAPS19 scurried into different directions. Mark, @PERSON2 and I jolt over the fence and hide in the play structure for awhile. While the rest of the boys are booking it to a safe haven. We eventually all meet back up at @LOCATION1 house without getting "caught" by the authorities.  It's nights like @CAPS6 were laughter really plays a key role between a big group of friends like I have. The laughing and running makes us closer as a group. it brings us together.	40
20902	8	 I agree when people say laughter is what mostly brings people together. In my opinion, @NUM1 of the time your talking to someone, laughter is needed. It is what brings the dullness out of a person, and makes the conversation interesting. Only when you are talking about something serious, you dont need to include laughter, but ill explain later. So I can easily tell a true story about laughter from my life. Right now i have a perfect group of friends. Sure there are times when they mess up and act like kids, but i feel like i need to forgive and remember that they are there when i need them. Anyways, i can remember the first time i met each one of them, and the one thing that started our friendship was a joke. I can't exactly remember which joke we shared, but i do remember that we all had the same taste in comedy. And once we saw that neither of us were serious and dull people, made us want to spend more time with eachother. That is why laughter builds a string between different people, and brings them closer together day by day. So as time passed, my friends and i were really drawn to eachother. What i mean is that, from time to time, we were happy to express our friendship through jokes. Sometimes the jokes are really stupid. Many of them have caused pain - physically, and have caused us to bring revenge on eachother. But that is just how, we stay close to eachother. Day by day, when we see something funny on the television, internet, or real life, we always show it to eachother, and know that after showing this prank, or whatever it is, the other person will find it very funny. It makes us feel closer, and know we all have a same taste in atleast one field. I can give one clear example of this: I was watching a comedy once, and the comedian was talking about his childhood, and a prank he once played on a strangers house. Right when i saw this video, i knew right away, my friends had to see this, because i knew from past experiences, that they enjoy these types of laughs. And i was right, as soon as they saw the show, they were amazed at how funny it was, and they were glad i shared it with them, we got closer than ever. I want to share one more example from my life, about laughter bringing two people closer. So after telling you that laughter gets me closer with friends, i also want to point out that laughter brings out a sence of outline when if you talk to girls - or boys, if you're a female. So i met this one girl, and everytime i talked to her, everytime i had to throw in a joke or a story that would make sence to our subject. After a while, she started joking around, and making stories too. She told me that she saw me as a different guy, comparing me to other people. She said that she meant i wasnt a boring type of person, and that it kept her wanting to keep talking to me. I always hoped not to be a dull person, and jokes made that not happen. Now, me and this girl are closer than ever, and the root that started this relationship was laughter. So as you see, laughter makes any relationship happy and open. Of course im talking about the relationships that are playful, i meant there are people out there that take everything serious, and can't take a joke. But i would really encourage you to take laughter in your life, if you already havent. Look in my life, i used laughter, and gained a lot of friends, of all sorts - just by joking around about something stupid. You don't have to say stupid things, but I say it would really make your life more interesting if you use laughter.	40
20904	8	 These are some example that i remember when i had fun and laughter in my life  @CAPS1 all started in the @DATE1 time when i was like @NUM1 years old and my cousins were living with @CAPS3 cause they had just moved down to @LOCATION1 from @LOCATION2. @CAPS1 was fun having them around. @CAPS3 and my cousin @PERSON7 and my cousin @PERSON3 who lived right next to @CAPS3 would always ride bike. Some times joey would take my bike with out asking @CAPS3 and i would get so mad at him.he would take my bike like if @CAPS1 was his. @CAPS3 and my cousins would always race down the street with our bikes.  I was always the one to win the race the kind of bike i has was a @PERSON4 @CAPS1 was a @CAPS2 bike witch is a bike made for the dirt and to race. @CAPS3 and my cousins would go behind some apartment down are street and there was a ramp that we made. @CAPS1 was just dirt but @CAPS1 was hard. One day when @CAPS1 was raining so hard @CAPS3 , @PERSON7 , @PERSON3 and another neighbor of our asked us to come out side to we asked our parents if we could and my parents said @CAPS1 was okay same with @PERSON3. Joeys @CAPS4 said he could not cause @CAPS1 was raining hard outside but he still came outside. we had got all muddy i ad fell of my bike trying to go up the ramp while @CAPS1 was all muddy. then my cousin got like beat up from all the time he fell off the bike.  By the time we were done playing out side we were so muddy and our bikes were filled with dirt. my @CAPS4 was mad at @CAPS3 cause i was so muddy so she send @CAPS3 straight to the shower . @CAPS3 and my cousins had a good time that day after we were all done getting cleaned up we were playing super @PERSON5 bros for super @ORGANIZATION1. If we were not playing the super @ORGANIZATION1, riding bikes or getting wet with water gun and water balloons since @CAPS1 was so hot out side. We were probably on our way to the park for free lunch the school would always serve free lunch to who ever want free lunch. a lot of my friends would go to the park and get lunch same with my cousins after we would finish eating @CAPS3 my cousin @PERSON3 and my friend @PERSON1 would always trade @CAPS5 cards or @CAPS6 @CAPS7 @CAPS8 cards back then every body had @CAPS5 or @CAPS6 @CAPS7 @CAPS8 cards. i had piles of cards. @CAPS1 was fun being at the park with friend and family just having a fun time eating playing getting wet in park. When i was in @NUM2 grade @CAPS3 @PERSON2 @CAPS14 and @PERSON6 @CAPS15 were like the three amigos we would stay at @ORGANIZATION2 house like almost every weekend. we would always stay at @ORGANIZATION2 house because his back yard was big and we would always play hide-seek and cause @PERSON6 had like a play room with a pin ball machine a basketball hoop and other games. One time on @ORGANIZATION2 birthday @CAPS3 @PERSON2 and @CAPS17 slept over at @ORGANIZATION2 house and we were just playing video games like one of the games we played was grand theft auto @CAPS18 @CAPS19 @CAPS1 was a cool games.  I think that laughter is a big part in friendship cause if your having a good time hanging around with your friend and just laughing then that mean that hes a good person . If your friends always make you laugh then there good friends to be around with. Like i would always hang around with @PERSON6, and @PERSON2 cause they would always know how to make @CAPS3 laugh .So thats why i think laughter is inportant to havewith friends or family. 	30
20905	8	 Someone once said laughter was the best medicine. To me it was like someone was saying "@CAPS1! Life isn't gonna get any better so just enjoy it while you @CAPS6!" @CAPS2 that's what I did for a while, but laughing at everything got old very quickly. Sad to say I still laugh at most things, even sad things. I laugh because I think that if I do then everything will just get better. That's not even close to what really happens. In fact it @CAPS6 only cause more pain and suffering in most cases. Like the time where I met this guy named @PERSON1. He was amazing. Most people who met him thought he was a god and when he heard people talking about him like that he would always get very upset. He was a human. Nothing more and nothing less. That's how I saw it and that's how he saw it too. When we first started talking to each other it was between notes I would give my friend @CAPS3 and @CAPS8 would give them to him. He was a very shy guy so he never wrote back on a piece of paper. Instead he had @CAPS3 tell me what he said. Then he finally got the idea to wright messages in her phone and then I would read them and answer back. it was fun for a while but I wanted to actually meet the guy. I had seen one of his rare pictures and it was true he was very handsome but nothing like a god. He didn't have a wreath over his head with one of those @CAPS5 god skirts. Nope, he was just an ordinary kid who dressed like a skater and was just a real inamorata. He had jet black hair (he dyed it), bright green eyes, and a smile that could shock the whole world.  Signs were going off in my head telling me to be careful but I never listened to them, they only made my life worse. So one day a few of my friends and I were in @LOCATION2, @LOCATION3 with our teacher for a calligraphy convention when @PERSON2 (my friend) starts text messaging someone. I was a little curious so I asked in a friendly way who it was. @CAPS8 said it was @PERSON1 and my heart seemed to jump. "@CAPS6 you tell him I say hello?" "@CAPS7." @CAPS8 told him I said hello and he asked if I was really there and @PERSON2 said yes. That's when we actually got to talk to each other more than once a day. We talked all the way back to @LOCATION1. A few months went by and we were back to our old way of talking to each other. He was very kind and never did he have a bromidic moment. He told me about his family (which is a little strange, but I don't judge), his life, his future, what he felt and how he wished he could see me so he could give me a big hug (another of @CAPS3's friends said the same thing but @CAPS8 said he wasn't aloud to). I talked to him about all of it and it was like we understood each other a little bit. I told him about my life but there really wasn't much to tell since my life has always been bromidic. I thought we could actually make things work between us, that is until he moved to @LOCATION2. I was a little upset but it really didn't bother me except the fact that talking to each other became almost as rare as seeing a different picture of him.  While at school one morning @PERSON2 came over to me and had a careful gaze. I asked what was wrong and then @CAPS8 asked if anything could ruin my day. I told her that only going home would and we laughed a little about it. I knew something was wrong and that it had to do with @PERSON1 but I just acted oblivious to it hoping it would lessen the blow I knew was about to come. @CAPS8 said he had told her it wasn't going to work out between him and I. I sat there and like the idiot I was I said I knew it wasn't going to anyways, he was him and I was me. @CAPS8 said he was sorry and all these other excuses but I wouldn't listen. Instead I ignored it and went on with my life like I think everyone should. Of course a few months later he asked @PERSON2 out but I let it go just as @CAPS8 did when @CAPS8 said no to him and they stopped talking to each other. So who ever said laughter was the best medicine obviously hadn't experienced the after effects of it all. 	50
20906	8	Trust is a huge deal between friends. Friends agree on the same things, say an honest opinion about it, and don't lose the trust between a great friendship. You never know who can stay by you with a full amount of trust between you two.When you trust a friend you depend on them to keep things between each other. Just like my friends and I. We agreed on telling each other everything that has happened and not to lie about anything. We agreed on everything based on trust. Our friendship has always been great with not lying to each other. Telling each other how we feel about certain things. Then we put all our opinions together and come up with a solution that we all agree on. That's why you should depend each other like a team. When you break a trust between a friend, you probably won't get the same trust you had before. You don't really get told anything as much as you use to. An it's like you never should have lost the trust with a friend. You don't seem to be the same because you aren't trusted that much. You get told it was your fault lying or for any reason to be not trusted. Like this one time one of friends didn't tell me the whole truth of what she was doing behind my back. Till I found out what she was doing I lost most of my trust with her. She's not trusted as much she was before, but we are still friends.That's why having trust is a big deal in a friendship or any kind of relationship. You learn to trust each other in different ways, get to know each other more by having the trust between you and other person. You get a lot more attention when you have that trust with other people. You don't seem like you are left out on anything. You see that you can trust more people to when you get to know them. Who knows that you have trust for another person who isn't your best friend.So we all know that trust is a huge deal between two people or maybe even more. You need to work together for the trust. Have a good friendship or relationship to anybody as long as there is trust between you guys. My friends and I have learned a lot from trusting each other in different ways.	44
